catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
3410,,CS 3410,2025-08-17T20:38:24.909422,"Introduction to computer organization, systems programming and the hardware/ software interface. Topics include systems programming, instruction sets, computer arithmetic, data formats, memory hierarchies including caches and virtual memory, operating systems, and parallel programming. Students learn assembly language programming and the C programming language.",FA25-CS-3410-1,"[""gg434"", ""gg434"", ""gg434"", ""gg434"", ""gg434"", ""gg434"", ""gg434""]",,0.6000000000000001,1,True,CS 2110 or equivalent programming experience.,FA25,CS,Computer System Organization and Programming,Computer System Organization and Programming,4.0,4.0
3700,,CS 3700,2025-08-17T20:38:24.909433,"Introduction to major topics in artificial intelligence, including heuristic search, game-playing, knowledge representation and reasoning, planning, probabilistic inference, sequential decision-making and reinforcement learning.",FA25-CS-3700-1,"[""bs54""]",,0.6000000000000001,3,True,"CS 2110/ENGRD 2110 and CS 2800, or by permission of instructor.",FA25,CS,Foundations of AI Reasoning and Decision-Making,Foundations of AI Reasoning and Decision-Making,3.0,3.0
3780,,CS 3780,2025-08-17T20:38:24.909446,"The course provides an introduction to machine learning, focusing on supervised learning and its theoretical foundations. Topics include regularized linear models, boosting, kernels, deep networks, generative models, online learning, and ethical questions arising in ML applications.",FA25-CS-3780-1,"[""sc2582"", ""sc2582""]",,0.6,11,True,"probability theory (e.g. BTRY 3080, CS 2800, ECON 3130, ENGRD 2700, MATH 4710) and linear algebra (e.g. MATH 2210, MATH 2310, MATH 2940), single-variable calculus (e.g. MATH 1110, MATH 1920) and programming proficiency (e.g. CS 2110).",FA25,CS,Introduction to Machine Learning,Introduction to Machine Learning,4.0,4.0
4090,,CS 4090,2025-08-17T20:38:24.909474,Earn course credit for working as a consultant or ugrad TA in a computer science course.,FA25-CS-4090-1,"[""avz2"", ""am2344"", ""rs2293"", ""ctc9"", ""mrc26"", ""wmw2"", ""als485"", ""dpg5"", ""ljl2"", ""hbh46"", ""tj36"", ""jmk6"", ""dck10"", ""srm2"", ""kdf4"", ""bs54"", ""et28"", ""it224"", ""rv22"", ""kqw4"", ""jyh13"", ""ws455"", ""dad358"", ""ccf27"", ""cmd353"", ""jnf27"", ""ra625"", ""cdm89"", ""dae3"", ""nhs59""]",,0.0,0,False,,FA25,CS,Teaching Experience in Computer Science,Teaching Experience in Computer Science,4.0,1.0
4110,,CS 4110,2025-08-17T20:38:24.909483,"An introduction to the theory, design, and implementation of programming languages. Topics include operational semantics, type systems, higher-order functions, scope, lambda calculus, laziness, exceptions, side effects, continuations, objects, and modules. Also discussed are logic programming, concurrency, and distributed programming.",FA25-CS-4110-1,"[""jnf27""]",,0.6000000000000001,1,True,CS 3110 or permission of instructor.,FA25,CS,Programming Languages and Logics,Programming Languages and Logics,4.0,4.0
4210,,CS 4210,2025-08-17T20:38:24.909503,"Introduction to the fundamentals of numerical analysis: error analysis, approximation, interpolation, and numerical integration. In the second half of the course, we use these to build approximate solvers for ordinary and partial differential equations. Strong emphasis is placed on understanding the advantages, disadvantages, and limits of applicability for all the covered techniques. Computer programming is used to test the theoretical concepts throughout the course. Students will be expected to be comfortable writing proofs and have knowledge of programming. MATH 4250/CS 4210 and MATH 4260/CS 4220 can be taken independently from each other and in either order. Together they provide a comprehensive introduction to numerical analysis.",FA25-CS-4210-2,"[""ajt253"", ""ajt253""]",,0.6000000000000001,5,True,"MATH 2210, MATH 2230-MATH 2240, MATH 2310, or MATH 2940 or equivalent and one additional mathematics course numbered 3000 or above.",FA25,CS,Numerical Analysis and Differential Equations,Numerical Analysis and Differential Equations,4.0,4.0
4320,,CS 4320,2025-08-17T20:38:24.909527,"Introduction to modern database and data storage systems. Concepts covered include data models, query languages, database designs, storage structures, access methods, query processing and optimization, transaction management, and recovery in both relational and nonrelation data storage systems.",FA25-CS-4320-1,"[""sg2385""]",,0.9,2,False,"CS 2110, CS 2800.",FA25,CS,Introduction to Database Systems,Introduction to Database Systems,3.0,3.0
4411,,CS 4411,2025-08-17T20:38:24.909540,"Studies the practical aspects of operating systems through the design and implementation of an operating system kernel that supports multiprogramming, virtual memory, and various input-output devices. All the programming for the project is in a high-level language.",FA25-CS-4411-1,"[""rv22""]",,0.0,0,False,,FA25,CS,Practicum in Operating Systems,Practicum in Operating Systems,2.0,2.0
4414,,CS 4414,2025-08-17T20:38:24.909547,"CS 4414 exposes students to programming applications at the systems level and to the operating systems abstractions that these applications depend on. It then builds on this foundation to look at systems issues that shape the performance and reliability of modern ML and AI applications, such as “chat bots” and question-answering AIs. We do not expect students to understand how these ML and AI tools work, in a mathematical sense. Instead our focus is on how the execute, where components run and how they talk one another, how they interact with big-data storage, and how they leverage accelerators such as GPU.",FA25-CS-4414-1,"[""kpb3"", ""kpb3""]",,0.6000000000000001,2,True,"CS 2110, CS 3410, or equivalent.",FA25,CS,Systems Programming,Systems Programming,4.0,4.0
4420,,CS 4420,2025-08-17T20:38:24.909562,"This course aims to provide a strong foundation for students to understand modern computer system architecture and to apply these insights and principles to future computer designs. The course is structured around the three primary building blocks of general-purpose computing systems: processors, memories, and networks. The first half of the course focuses on the fundamentals of each building block. Topics include processor microcoding and pipelining; cache microarchitecture and optimization; and network topology, routing, and flow control. The second half of the course delves into more advanced techniques and will enable students to understand how these three building blocks can be integrated to build a modern shared-memory multicore system. Topics include superscalar execution, branch prediction, out-of-order execution, register renaming and memory disambiguation; VLIW, vector, and multithreaded processors; memory protection, translation, and virtualization; and memory synchronization, consistency, and coherence. This course includes a significant project decomposed into five lab assignments. Throughout the semester, students will gradually design, implement, test, and evaluate a complete multicore system capable of running real parallel applications at the register-transfer level.",FA25-CS-4420-2,"[""awb93"", ""awb93""]",,0.9,3,True,"ECE 3140/CS 3420 or CS 3410. Students should feel comfortable working with a hardware description language such as Verilog, SystemVerilog, or VHDL.",FA25,CS,Computer Architecture,Computer Architecture,4.0,4.0
4620,,CS 4620,2025-08-17T20:38:24.909576,"Introduction to the principles of computer graphics in two and three dimensions.  Topics include digital images, filtering and antialiasing, 2-D and 3-D affine geometry, ray tracing, perspective and 3-D viewing, the graphics pipeline, curves and surfaces, and human visual perception. This course emphasizes fundamental techniques in graphics, with both written and practical assignments.  May be taken with or without concurrent enrollment in CS 4621.",FA25-CS-4620-1,"[""mad324""]",,0.6000000000000001,7,True,"CS 2110 or ENGRD 2110, and MATH 1910 or MATH 1120, and MATH 2940 or MATH 2210 or MATH 2310 or equivalent.",FA25,CS,Introduction to Computer Graphics,Introduction to Computer Graphics,3.0,3.0
4621,,CS 4621,2025-08-17T20:38:24.909592,Provides CS 4620 students with hands-on experience in computer graphics programming on modern graphics hardware. This course emphasizes effective use of graphics APIs and the architecture of graphics applications.  A final project involves building a substantial interactive graphics system.  The course uses Javascript and WebGL for code development.,FA25-CS-4621-1,"[""srm2""]",,1.0,1,True,Prerequisite or corequisite: CS 4620.,FA25,CS,Computer Graphics Practicum,Computer Graphics Practicum,2.0,2.0
4701,,CS 4701,2025-08-17T20:38:24.909603,"Artificial Intelligence project class. Topic choice is student driven and (small) teams are encouraged, but each individual team member must do substantial implementation with significant average weekly time commitment. Possible projects topics include knowledge representation systems, search procedures, game-playing, automated reasoning, machine learning, genetic algorithms, planning, natural language processing, computer vision.",FA25-CS-4701-1,"[""bs54""]",,0.6000000000000001,7,True,"at least one of the following courses: CS 3700, CS 3780, CS 4670, CS 4740, ECE 4200, ORIE 3741, STSCI 3740, or their equivalents.",FA25,CS,Practicum in Artificial Intelligence,Practicum in Artificial Intelligence,2.0,2.0
4745,,CS 4745,2025-08-17T20:38:24.909618,"An in-depth exploration of modern computational linguistic techniques. A continuation of  LING 4424 - Computational Linguistics I. Whereas LING 4424 covers foundational techniques in symbolic computational modeling, this course will cover a wider range of applications as well as coverage of neural network methods. We will survey a range of neural network techniques that are widely used in computational linguistics and natural language processing as well as a number of techniques that can be used to probe the linguistic information and language processing strategies encoded in computational models. We will examine ways of mapping this linguistic information both to linguistic theory as well as to measures of human processing (e.g., neuroimaging data and human behavioral responses).",FA25-CS-4745-2,"[""mv443"", ""mv443""]",,0.9,1,True,LING 4424 and one other 3000 level or above linguistics course.,FA25,CS,Computational Linguistics II,Computational Linguistics II,4.0,4.0
4750,,CS 4750,2025-08-17T20:38:24.909629,"Robotics is interdisciplinary and draws inspiration from many different fields towards solving a variety of tasks in real-world environments using physical systems. This course is a challenging introduction to basic computational concepts used broadly in robotics. By the end of this course, students should have a fundamental understanding of how the different sub-fields of robotics such as kinematics, state-estimation, motion planning, and controls come together to develop intelligent behaviors in physical robotic systems. The mathematical basis of each area will be emphasized, and concepts will be motivated using common robotics applications. Students will be evaluated using a mixture of theoretical and programming exercises throughout the semester.",FA25-CS-4750-1,"[""tb557"", ""tb557""]",,0.6000000000000001,5,True,"CS 1112, CS 2110, CS 2800, MATH 1920, MATH 2940 or their equivalents.",FA25,CS,Foundations of Robotics,Foundations of Robotics,4.0,4.0
4754,,CS 4754,2025-08-17T20:38:24.909667,"""Re-Designing Robots"" is a studio-based graduate course focused on building and deploying robots in real-world settings such as homes, workplaces, and public spaces. Students will work individually and collaboratively in interdisciplinary teams, incorporating perspectives from engineering, computer science, art, design, and social sciences. The course emphasizes critical examination of the societal roles and ethical implications of robotic technologies, encouraging students to ask not just how robots can function better, but how they can meaningfully and responsibly enhance human activities. Key topics include prototyping interactive robotic systems, video interaction analysis, and hands-on experimentation with physical robot prototypes. Through immersive, hands-on projects, students will develop the expertise to thoughtfully design robots that integrate seamlessly and responsibly into everyday life.",FA25-CS-4754-2,"[""mfj28"", ""mfj28""]",,0.0,0,False,,FA25,CS,Re-Designing Robots,Re-Designing Robots,3.0,3.0
